"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Madagascar","Solar photovoltaic",0.000,0.012,0.012,0.012,0.174,0.174,0.524,0.698,1.395,1.915,2.610,3.478,4.519,8.683,12.153,15.623,19.093,22.563,55.563,55.563,55.563,55.563
"Malawi","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Malawi","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Malawi","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Malawi","Solar photovoltaic",0.007,0.017,0.028,0.044,0.049,0.062,0.104,0.383,0.419,0.788,1.161,2.808,4.290,8.632,12.263,19.339,19.339,30.667,41.215,128.300,128.300,128.300
"Mali","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mali","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mali","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mali","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.135,0.136,0.847,1.515,2.088,5.335,5.985,9.115,9.951,14.080,13.631,15.018,94.701,94.701
"Mauritania","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.336,13.336,104.264,104.264,104.264,104.264,131.194,131.194,131.194
"Mauritania","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.336,13.336,104.264,104.264,104.264,104.264,131.194,131.194,131.194
"Mauritania","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mauritania","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.800,30.042,26.066,58.823,60.879,138.954,140.014,140.014,140.014
"Mauritius","Wind",0.000,0.000,0.000,0.000,0.434,0.442,0.408,0.399,0.368,1.501,2.511,2.825,3.568,3.610,3.170,2.690,18.000,14.600,15.100,15.200,18.000,15.400
"Mauritius","Onshore wind energy",0.000,0.000,0.000,0.000,0.434,0.442,0.408,0.399,0.368,1.501,2.511,2.825,3.568,3.610,3.170,2.690,18.000,14.600,15.100,15.200,18.000,15.400
"Mauritius","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mauritius","Solar photovoltaic",0.000,0.199,0.199,0.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.072,1.031,2.904,24.779,26.069,31.663,44.098,54.525,135.674,151.910,156.337
"Mayotte","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mayotte","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mayotte","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mayotte","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,1.280,6.095,13.854,14.549,14.627,14.735,14.735,14.837,16.863,16.863,24.883,27.479,44.450
"Morocco","Wind",64.000,206.000,193.900,202.800,198.900,206.300,183.200,278.900,298.200,391.400,658.800,707.342,743.242,1371.442,1938.942,2534.642,3015.242,3050.142,3855.985,4714.432,4607.133,5121.912
"Morocco","Onshore wind energy",64.000,206.000,193.900,202.800,198.900,206.300,183.200,278.900,298.200,391.400,658.800,707.342,743.242,1371.442,1938.942,2534.642,3015.242,3050.142,3855.985,4714.432,4607.133,5121.912
"Morocco","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Morocco","Solar photovoltaic",8.040,8.400,9.240,10.080,10.920,12.000,12.960,14.334,15.414,16.134,16.254,17.009,18.209,18.209,23.520,23.960,26.244,30.547,185.650,422.909,417.183,562.013
"Mozambique","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mozambique","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mozambique","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mozambique","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.377,0.875,0.875,2.106,2.106,3.642,3.342,32.742,72.242,71.342
"Namibia","Wind",0.000,0.000,0.000,0.000,0.000,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.577,0.577,0.577,0.577,0.577,21.625,21.625,21.625,21.625,21.625
"Namibia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.577,0.577,0.577,0.577,0.577,21.625,21.625,21.625,21.625,21.625
"Namibia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Namibia","Solar photovoltaic",1.804,2.139,2.790,2.902,2.939,2.957,3.497,4.538,5.543,6.770,7.831,13.671,20.594,26.546,30.039,38.039,56.039,100.332,250.142,374.550,420.550,436.550
"Niger","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Niger","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Niger","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Niger","Solar photovoltaic",0.800,1.000,1.000,1.100,1.300,1.600,1.800,1.800,2.000,2.000,3.400,4.900,6.500,8.200,9.800,11.400,13.100,14.800,46.093,46.093,46.093,46.093
"Nigeria","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Nigeria","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Nigeria","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Nigeria","Solar photovoltaic",0.000,0.206,0.206,0.206,0.000,0.001,0.125,0.125,0.125,0.403,0.451,1.893,2.138,3.311,4.636,14.437,20.441,28.402,33.825,51.522,73.931,101.691
"Réunion","Wind",0.000,0.000,0.000,0.000,0.060,0.300,4.253,11.802,15.000,15.500,16.900,11.700,18.200,15.100,15.700,16.000,18.500,14.000,12.800,12.100,13.500,4.300
"Réunion","Onshore wind energy",0.000,0.000,0.000,0.000,0.060,0.300,4.253,11.802,15.000,15.500,16.900,11.700,18.200,15.100,15.700,16.000,18.500,14.000,12.800,12.100,13.500,4.300
"Réunion","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Réunion","Solar photovoltaic",0.000,0.000,0.000,0.000,0.020,0.300,1.447,2.798,4.824,20.500,76.100,141.800,190.400,224.200,235.900,244.800,259.500,256.500,253.300,261.737,257.437,269.637
"Rwanda","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Rwanda","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Rwanda","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Rwanda","Solar photovoltaic",0.000,0.201,0.201,0.201,0.000,0.000,0.000,0.124,0.309,0.363,0.324,0.379,0.608,1.124,6.787,16.126,18.538,21.262,29.689,35.486,36.014,36.058
"Saint Helena","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Helena","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Helena","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Helena","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sao Tome and Principe","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sao Tome and Principe","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sao Tome and Principe","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sao Tome and Principe","Solar photovoltaic",0.000,0.149,0.149,0.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.362,0.362,0.363,0.352,0.211
"Senegal","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Senegal","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Senegal","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Senegal","Solar photovoltaic",1.707,1.946,2.185,2.424,2.663,2.902,3.141,3.414,3.858,4.387,5.616,8.177,10.071,11.949,15.935,16.298,14.949,97.949,226.949,261.949,290.649,381.439
"Seychelles","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.949,7.000,6.795,6.857,6.617,7.392,4.884,5.986,5.079
"Seychelles","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.949,7.000,6.795,6.857,6.617,7.392,4.884,5.986,5.079
"Seychelles","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Seychelles","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.389,1.343,1.636,2.394,3.077,4.351,5.464,7.150,14.974
"Sierra Leone","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sierra Leone","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sierra Leone","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sierra Leone","Solar photovoltaic",0.000,0.000,0.000,0.000,0.004,0.006,0.006,0.045,0.062,0.094,0.131,0.225,0.331,0.538,0.553,0.588,0.677,5.362,6.106,6.120,6.120,6.176
"Somalia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.854,3.854,3.854,4.906,4.906,6.220,6.220,6.220,6.220,6.220
"Somalia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.854,3.854,3.854,4.906,4.906,6.220,6.220,6.220,6.220,6.220
"Somalia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Somalia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.156,0.265,7.285,10.755,11.026,11.026,24.239,36.719
"South Africa","Wind",0.000,0.000,0.000,0.000,0.000,2.250,2.250,1.250,1.750,1.250,1.750,2.000,1.250,1.750,1.250,233.500,336.500,334.500,328.750,294.250,299.500,266.000
"South Africa","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,2.250,2.250,1.250,1.750,1.250,1.750,2.000,1.250,1.750,1.250,233.500,336.500,334.500,328.750,294.250,299.500,266.000
"South Africa","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"South Africa","Solar photovoltaic",0.000,0.248,0.248,0.248,0.000,0.000,0.000,0.000,0.000,0.000,1.349,4.247,8.296,54.985,1077.717,2139.923,2846.303,4379.391,5183.004,5226.719,6042.327,6972.154
"South Sudan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"South Sudan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"South Sudan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"South Sudan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.240,0.240,0.240,0.642,0.674,1.106,1.253,1.253,1.917
"Sudan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sudan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sudan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sudan","Solar photovoltaic",0.000,0.000,0.015,0.015,0.015,0.174,0.338,0.352,0.669,0.867,1.463,3.768,5.820,13.347,13.347,13.347,18.496,20.455,20.488,21.547,27.509,27.509
"United Republic of Tanzania","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.205,4.205
"United Republic of Tanzania","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.205,4.205
"United Republic of Tanzania","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"United Republic of Tanzania","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.544,2.094,6.610,20.127,23.018,22.221,23.798,30.861,27.410,27.410,27.410
"Togo","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Togo","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Togo","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Togo","Solar photovoltaic",0.000,0.000,0.226,0.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.022,0.044,0.105,0.143,1.462,8.881,12.131,14.840,72.548
"Tunisia","Wind",23.000,24.000,30.000,33.400,43.600,42.400,37.700,42.900,39.400,97.500,138.600,109.190,196.300,357.800,507.000,448.000,474.000,449.000,453.000,500.000,465.000,425.100
"Tunisia","Onshore wind energy",23.000,24.000,30.000,33.400,43.600,42.400,37.700,42.900,39.400,97.500,138.600,109.190,196.300,357.800,507.000,448.000,474.000,449.000,453.000,500.000,465.000,425.100
"Tunisia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Tunisia","Solar photovoltaic",1.506,1.748,1.951,2.059,2.131,2.149,2.171,2.189,2.369,2.513,3.264,5.213,10.029,17.168,30.734,49.585,68.508,84.736,114.747,144.087,152.801,164.001
"Uganda","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Uganda","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Uganda","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Uganda","Solar photovoltaic",0.291,1.163,1.599,2.472,3.344,4.362,7.852,11.196,17.012,20.618,21.679,23.613,25.183,26.899,29.080,31.988,38.596,61.676,71.356,119.475,128.740,140.274
"Zambia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Zambia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Zambia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Zambia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.104,0.104,0.163,0.163,1.320,69.886,163.053,160.558
"Zimbabwe","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Zimbabwe","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Zimbabwe","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Zimbabwe","Solar photovoltaic",0.000,0.261,0.261,0.261,0.000,0.000,0.003,0.003,0.003,0.003,0.003,0.293,1.503,3.270,4.485,4.191,4.759,5.924,12.366,16.867,22.693,59.232
"Asia","Wind",2064.272,2566.321,3528.429,4474.976,6639.804,9153.797,12412.973,18579.630,27281.733,44688.524,71245.114,98491.262,133585.683,172145.242,196754.285,228933.427,291506.179,368255.122,440338.328,491470.863,554832.120,747547.721
"Asia","Onshore wind energy",2064.272,2566.321,3528.429,4472.876,6637.704,9151.697,12410.873,18557.994,27260.094,44666.802,71035.336,98122.373,133044.500,171257.533,195882.013,227801.067,288690.533,362686.621,430702.543,479193.387,539040.019,693396.847
"Asia","Offshore wind energy",0.000,0.000,0.000,2.100,2.100,2.100,2.100,21.636,21.639,21.722,209.778,368.889,541.183,887.709,872.272,1132.360,2815.646,5568.501,9635.785,12277.476,15792.101,54150.874
"Asia","Solar photovoltaic",401.799,607.883,734.636,967.796,1246.065,1610.439,1985.787,2353.014,2874.633,3768.403,5322.802,8462.185,14108.245,27040.458,55391.041,89056.120,135964.295,207971.194,292007.234,369555.941,441334.294,549394.622
"Afghanistan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123
"Afghanistan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123
"Afghanistan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Afghanistan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.180,0.212,28.374,29.643,32.319,33.319,35.551,39.347,38.562,55.461,65.604,77.794
"Bangladesh","Wind",0.000,0.000,0.000,0.000,0.000,0.000,1.577,1.577,2.891,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081
"Bangladesh","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,1.577,1.577,2.891,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081,5.081
"Bangladesh","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bangladesh","Solar photovoltaic",0.010,0.014,0.066,1.119,1.914,3.402,5.433,9.047,15.214,25.104,44.304,123.639,155.939,194.220,231.855,268.697,226.614,296.815,329.292,383.071,470.275,692.832
"Bhutan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,1.110,1.130,0.000,1.110,0.390
"Bhutan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,1.110,1.130,0.000,1.110,0.390
"Bhutan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bhutan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.183,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.485
"Brunei Darussalam","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Brunei Darussalam","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Brunei Darussalam","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Brunei Darussalam","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.810,1.624,1.667,1.692,1.618,1.311,1.085,1.565,1.589,1.079,1.107,1.121
"Cambodia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300
"Cambodia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300
"Cambodia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cambodia","Solar photovoltaic",0.136,0.268,0.410,0.476,0.522,0.787,1.005,2.256,2.758,3.103,3.185,5.654,6.797,8.521,13.321,17.674,26.627,32.859,43.170,120.455,316.090,637.227
