"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Barbados","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Barbados","Solar photovoltaic",0.000,0.155,0.155,0.155,0.155,0.311,0.311,0.932,0.932,1.243,1.554,2.642,3.419,4.351,10.101,13.986,14.010,24.347,26.140,39.204,63.997,87.863
"Belize","Wind",0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
"Belize","Onshore wind energy",0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
"Belize","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Belize","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.266,0.593,0.635,0.448,0.026,0.607,1.169,9.834,9.752,9.779
"Bonaire, Sint Eustatius and Saba","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,1.400,1.500,4.900,26.300,32.500,36.700,41.200,39.659,34.659,31.059,36.659,32.059,24.959,28.759
"Bonaire, Sint Eustatius and Saba","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,1.400,1.500,4.900,26.300,32.500,36.700,41.200,39.659,34.659,31.059,36.659,32.059,24.959,28.759
"Bonaire, Sint Eustatius and Saba","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bonaire, Sint Eustatius and Saba","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.441,2.841,4.341,8.441,9.141,8.041,8.941
"British Virgin Islands","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.250,1.250,1.250,1.250,1.250,1.250,1.250,1.250,1.250,1.626,2.002,2.002
"British Virgin Islands","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.250,1.250,1.250,1.250,1.250,1.250,1.250,1.250,1.250,1.626,2.002,2.002
"British Virgin Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"British Virgin Islands","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.030,0.030,0.030,0.030,0.636,1.368,1.495,1.502,1.523,1.695,1.853
"Cayman Islands","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cayman Islands","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cayman Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cayman Islands","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.245,9.389,15.227,17.124,19.422,21.547
"Costa Rica","Wind",182.700,185.500,258.900,230.000,255.300,203.600,273.500,241.100,198.200,326.183,358.689,414.487,528.397,484.583,734.767,1079.522,1147.305,1287.692,1798.888,1796.358,1459.456,1573.311
"Costa Rica","Onshore wind energy",182.700,185.500,258.900,230.000,255.300,203.600,273.500,241.100,198.200,326.183,358.689,414.487,528.397,484.583,734.767,1079.522,1147.305,1287.692,1798.888,1796.358,1459.456,1573.311
"Costa Rica","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Costa Rica","Solar photovoltaic",0.337,0.374,0.447,0.520,0.593,0.666,0.717,0.746,0.775,0.803,0.835,1.028,1.886,4.432,7.774,13.536,20.361,23.310,49.127,71.391,82.763,107.394
"Cuba","Wind",0.000,0.000,0.300,0.400,0.400,0.100,0.300,0.200,8.194,3.480,11.566,18.134,21.460,22.522,19.154,20.934,20.934,23.260,43.500,43.500,43.500,43.500
"Cuba","Onshore wind energy",0.000,0.000,0.300,0.400,0.400,0.100,0.300,0.200,8.194,3.480,11.566,18.134,21.460,22.522,19.154,20.934,20.934,23.260,43.500,43.500,43.500,43.500
"Cuba","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cuba","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000,3.000,18.100,29.100,39.100,60.576,125.348,191.804,204.436,218.077
"Curacao","Wind",8.000,71.072,71.072,71.072,71.072,71.072,71.072,71.072,63.072,63.072,63.072,63.072,70.945,130.082,139.212,130.796,113.756,161.658,231.148,223.714,185.121,140.510
"Curacao","Onshore wind energy",8.000,71.072,71.072,71.072,71.072,71.072,71.072,71.072,63.072,63.072,63.072,63.072,70.945,130.082,139.212,130.796,113.756,161.658,231.148,223.714,185.121,140.510
"Curacao","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Curacao","Solar photovoltaic",0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.129,2.786,9.299,15.298,18.212,19.069,19.754,20.440,22.120,13.982
"Dominica","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,1.190
"Dominica","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,1.190
"Dominica","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Dominica","Solar photovoltaic",0.124,0.124,0.140,0.140,0.155,0.155,0.186,0.280,0.311,0.326,0.342,0.342,0.357,0.357,0.357,0.357,0.357,0.357,0.178,0.178,0.178,0.356
"Dominican Republic","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.993,95.818,243.048,243.198,290.041,322.810,390.404,497.480,782.220,1101.440,1230.950
"Dominican Republic","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.993,95.818,243.048,243.198,290.041,322.810,390.404,497.480,782.220,1101.440,1230.950
"Dominican Republic","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Dominican Republic","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,4.534,11.765,23.451,39.202,70.008,117.077,182.150,401.301,625.244,877.641
"El Salvador","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.121,131.785
"El Salvador","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.121,131.785
"El Salvador","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"El Salvador","Solar photovoltaic",0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,1.161,1.627,21.654,24.622,164.485,314.566,577.291,984.303,1643.190
"Grenada","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
"Grenada","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
"Grenada","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Grenada","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.184,0.294,0.442,0.511,0.844,0.941,1.338,2.313,3.085,3.368,3.734,4.253,4.373
"Guadeloupe","Wind",8.692,17.105,29.880,33.558,31.949,24.632,34.897,43.986,48.656,51.085,41.040,45.088,50.961,56.794,54.482,51.886,53.289,51.008,52.424,62.907,72.889,106.680
"Guadeloupe","Onshore wind energy",8.692,17.105,29.880,33.558,31.949,24.632,34.897,43.986,48.656,51.085,41.040,45.088,50.961,56.794,54.482,51.886,53.289,51.008,52.424,62.907,72.889,106.680
"Guadeloupe","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Guadeloupe","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.291,0.983,1.991,2.959,5.048,17.319,33.360,91.827,98.642,102.726,101.519,93.847,93.331,98.145,102.860,107.200,113.803
"Guatemala","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,107.292,215.070,218.055,319.501,330.777,312.684,323.795
"Guatemala","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,107.292,215.070,218.055,319.501,330.777,312.684,323.795
"Guatemala","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Guatemala","Solar photovoltaic",0.081,0.157,0.218,0.242,0.281,0.328,0.389,0.428,0.557,0.673,0.836,1.080,2.118,3.556,14.647,160.801,203.341,209.743,219.853,244.945,233.047,241.140
"Haiti","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.065,0.065,0.065
"Haiti","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.065,0.065,0.065
"Haiti","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Haiti","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.461,0.951,1.739,2.207,2.513,3.002,3.405,4.055,4.500,4.559,4.538,4.473
"Honduras","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.400,338.283,310.235,398.306,668.061,586.298,580.150,930.529,819.374,710.619,778.078
"Honduras","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.400,338.283,310.235,398.306,668.061,586.298,580.150,930.529,819.374,710.619,778.078
"Honduras","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Honduras","Solar photovoltaic",2.210,2.351,2.610,2.835,3.111,3.484,3.827,4.214,4.459,4.656,5.001,5.669,6.655,7.122,7.122,429.920,889.280,929.342,998.501,1126.614,1066.858,1087.597
"Jamaica","Wind",0.000,0.000,0.000,0.000,32.336,49.913,55.412,51.927,49.215,58.570,53.730,93.790,109.710,119.770,121.570,128.940,211.140,292.980,304.980,274.510,281.420,264.550
"Jamaica","Onshore wind energy",0.000,0.000,0.000,0.000,32.336,49.913,55.412,51.927,49.215,58.570,53.730,93.790,109.710,119.770,121.570,128.940,211.140,292.980,304.980,274.510,281.420,264.550
"Jamaica","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jamaica","Solar photovoltaic",0.000,0.200,0.200,0.200,0.300,0.300,0.300,0.700,1.000,1.200,1.700,2.500,3.000,3.511,6.913,10.613,14.622,43.902,45.912,89.962,124.502,132.252
"Martinique","Wind",0.000,0.000,0.000,0.000,1.500,1.500,1.500,1.500,1.300,1.500,1.000,1.300,1.600,1.500,1.500,2.300,1.300,1.300,5.841,46.035,41.701,48.687
"Martinique","Onshore wind energy",0.000,0.000,0.000,0.000,1.500,1.500,1.500,1.500,1.300,1.500,1.000,1.300,1.600,1.500,1.500,2.300,1.300,1.300,5.841,46.035,41.701,48.687
"Martinique","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Martinique","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,5.300,11.500,19.000,38.400,79.600,75.000,84.000,81.100,82.600,75.956,82.187,85.330,84.259,90.785
"Montserrat","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Montserrat","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Montserrat","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Montserrat","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.463,1.606
"Nicaragua","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.000,163.390,210.660,329.550,561.571,845.968,865.442,729.036,634.557,800.592,730.165,549.933,655.838
"Nicaragua","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.000,163.390,210.660,329.550,561.571,845.968,865.442,729.036,634.557,800.592,730.165,549.933,655.838
"Nicaragua","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Nicaragua","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.676,1.430,2.225,2.160,13.909,23.985,25.641,25.955,27.271
"Panama","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.600,116.300,418.500,625.193,491.198,587.878,724.636,584.200,530.240
"Panama","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.600,116.300,418.500,625.193,491.198,587.878,724.636,584.200,530.240
"Panama","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Panama","Solar photovoltaic",0.326,0.571,0.690,0.884,0.884,1.045,1.156,1.415,1.774,2.128,2.594,3.338,4.158,5.155,6.455,21.555,76.523,161.079,258.030,335.320,371.522,657.481
"Puerto Rico","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.918,0.918,15.200,172.600,218.200,239.100,193.200,148.800,107.800,159.000,142.700,165.690
"Puerto Rico","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.918,0.918,15.200,172.600,218.200,239.100,193.200,148.800,107.800,159.000,142.700,165.690
"Puerto Rico","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Puerto Rico","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.292,13.495,42.118,89.791,113.071,224.679,290.561,345.228,311.826,498.082,563.071,678.760
"Saint Barthelemy","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Barthelemy","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Barthelemy","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Barthelemy","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.041,0.041,0.041,0.066,0.066
"Saint Kitts and Nevis","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.576,5.401,7.668,7.600,7.600,7.600,7.668,5.401,5.576,5.576,5.576,5.576
"Saint Kitts and Nevis","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.576,5.401,7.668,7.600,7.600,7.600,7.668,5.401,5.576,5.576,5.576,5.576
"Saint Kitts and Nevis","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Kitts and Nevis","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.032,0.568,2.276,2.276,3.051,3.051,3.101,3.180,4.759,4.759
"Saint Lucia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Lucia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Lucia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Lucia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.031,0.031,0.078,0.093,0.155,1.181,1.298,1.298,6.308,8.138,7.878,7.558
"Sint Maarten","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sint Maarten","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sint Maarten","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sint Maarten","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Martin","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Martin","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Martin","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Martin","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.306,2.635,4.282,2.965,0.165,0.018,0.446,1.205,1.468
"Saint Vincent and the Grenadines","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Vincent and the Grenadines","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Vincent and the Grenadines","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Vincent and the Grenadines","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.009,0.148,0.343,0.866,0.810,0.816,1.150,1.662,3.805,2.330
"Trinidad and Tobago","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.027,0.027,0.027,0.027,0.027,0.027
"Trinidad and Tobago","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.027,0.027,0.027,0.027,0.027,0.027
"Trinidad and Tobago","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Trinidad and Tobago","Solar photovoltaic",0.531,1.039,1.369,1.902,2.579,2.743,3.090,3.285,3.534,3.939,4.408,4.408,6.228,6.228,6.228,6.228,6.228,6.228,6.228,6.228,6.228,6.228
"Turks and Caicos Islands","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Turks and Caicos Islands","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Turks and Caicos Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Turks and Caicos Islands","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.047,0.296,0.686,1.466,1.466,3.962
"United States Virgin Islands","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272
"United States Virgin Islands","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272
"United States Virgin Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"United States Virgin Islands","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.690,0.885,1.248,7.179,13.274,13.330,7.240,14.490,14.490,14.490,17.080
"Eurasia","Wind",35.000,65.000,54.000,70.000,65.000,66.000,134.144,365.011,853.934,1505.769,2927.873,4734.473,5869.890,7567.107,8531.481,11666.791,15556.673,18021.815,20195.015,22075.128,26418.008,34510.466
"Eurasia","Onshore wind energy",35.000,65.000,54.000,70.000,65.000,66.000,134.144,365.011,853.934,1505.769,2927.873,4734.473,5869.890,7567.107,8531.481,11666.791,15556.673,18021.815,20195.015,22075.128,26418.008,34510.466
"Eurasia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Eurasia","Solar photovoltaic",0.149,0.446,0.891,1.485,2.228,2.970,3.713,4.584,5.624,7.109,8.952,10.350,18.475,28.085,27.407,260.981,1158.309,3123.875,8327.490,10437.674,12308.814,15638.196
"Armenia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,2.600,2.900,1.900,4.300,7.000,5.600,4.100,3.800,4.000,3.700,1.800,2.100,1.900,3.300,1.900,1.500
"Armenia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,2.600,2.900,1.900,4.300,7.000,5.600,4.100,3.800,4.000,3.700,1.800,2.100,1.900,3.300,1.900,1.500
"Armenia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Armenia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.400,19.400,23.600,56.500,163.500
"Azerbaijan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.100,0.500,0.000,0.000,0.800,2.340,4.604,22.760,22.100,82.700,105.400,96.100,91.400
"Azerbaijan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.100,0.500,0.000,0.000,0.800,2.340,4.604,22.760,22.100,82.700,105.400,96.100,91.400
