"Installed renewable electricity capacity (MW) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Cambodia","Solar photovoltaic",0.094,0.185,0.283,0.328,0.360,0.543,0.693,1.556,1.902,2.140,2.196,3.899,4.687,5.877,9.187,12.189,18.363,29.467,28.910,124.001,314.958,375.604,455.522
"China","Wind",341.000,383.000,449.000,547.000,763.000,1060.000,2070.000,4200.000,8387.728,17599.408,29633.478,46354.600,61596.873,76730.530,96819.130,131047.730,148516.890,164374.477,184664.877,209581.910,282112.670,328973.430,365964.190
"China","Onshore wind energy",341.000,383.000,449.000,547.000,763.000,1060.000,2070.000,4198.500,8386.228,17597.908,29533.478,46144.600,61305.873,76313.530,96379.130,130488.730,147036.890,161586.477,180076.877,203651.910,273122.670,302583.430,335504.190
"China","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,1.500,1.500,100.000,210.000,291.000,417.000,440.000,559.000,1480.000,2788.000,4588.000,5930.000,8990.000,26390.000,30460.000
"China","Solar photovoltaic",33.515,38.020,56.530,66.600,76.600,141.200,160.200,199.000,253.000,414.800,1021.800,3107.800,6717.800,17747.800,28387.800,43537.800,77787.800,130801.290,175015.864,204574.800,253417.800,306402.800,392435.800
"China, Hong Kong SAR","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.803,0.803,0.803,0.803,0.803,0.800
"China, Hong Kong SAR","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.803,0.803,0.803,0.803,0.803,0.800
"China, Hong Kong SAR","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"China, Hong Kong SAR","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,89.000,91.000,95.341,184.800
"China, Macao SAR","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"China, Macao SAR","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"China, Macao SAR","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"China, Macao SAR","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Chinese Taipei","Wind",2.600,5.000,8.540,8.540,8.540,23.940,101.990,185.990,250.390,374.290,475.890,522.690,570.990,614.190,637.190,646.690,682.090,692.390,713.151,845.159,937.115,1033.368,1581.055
"Chinese Taipei","Onshore wind energy",2.600,5.000,8.540,8.540,8.540,23.940,101.990,185.990,250.390,374.290,475.890,522.690,570.990,614.190,637.190,646.690,682.090,684.390,705.151,717.159,809.115,796.168,836.055
"Chinese Taipei","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,8.000,128.000,128.000,237.200,745.000
"Chinese Taipei","Solar photovoltaic",0.100,0.200,0.330,0.450,0.570,1.040,1.410,2.440,5.580,9.510,34.555,129.912,231.281,409.938,635.951,884.251,1245.055,1767.702,2738.119,4149.539,5817.205,7700.213,9723.747
"India","Wind",941.000,1563.000,1606.000,2461.000,3813.000,4433.900,6315.000,7844.520,10242.500,10925.000,13184.000,16179.000,17299.700,18420.400,22465.300,25088.190,28700.440,32848.460,35288.100,37505.180,38558.600,40067.265,41929.780
"India","Onshore wind energy",941.000,1563.000,1606.000,2461.000,3813.000,4433.900,6315.000,7844.520,10242.500,10925.000,13184.000,16179.000,17299.700,18420.400,22465.300,25088.190,28700.440,32848.460,35288.100,37505.180,38558.600,40067.265,41929.780
"India","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"India","Solar photovoltaic",1.084,5.738,6.909,8.089,7.810,13.439,11.475,28.831,31.454,43.094,68.818,566.771,982.038,1449.283,3447.464,5368.440,9653.550,17928.261,27156.105,34907.578,39089.328,49388.178,62850.253
"Indonesia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.260,1.060,0.340,0.930,0.930,0.630,1.120,1.460,1.460,1.460,143.510,154.310,154.310,154.310,154.310
"Indonesia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.260,1.060,0.340,0.930,0.930,0.630,1.120,1.460,1.460,1.460,143.510,154.310,154.310,154.310,154.310
"Indonesia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Indonesia","Solar photovoltaic",0.341,0.817,1.142,1.509,1.333,1.386,2.216,5.702,9.504,13.436,14.581,16.989,26.423,38.377,41.648,78.561,88.424,97.406,65.470,155.040,185.330,225.040,312.880
"Japan","Wind",84.000,175.000,277.000,508.000,769.000,1227.000,1805.000,1527.000,1756.000,1997.000,2294.000,2419.000,2562.000,2646.000,2753.000,2809.000,3205.000,3483.000,3498.000,3952.000,4120.000,4262.000,4372.000
"Japan","Onshore wind energy",84.000,175.000,277.000,506.800,767.800,1225.800,1803.800,1515.800,1744.800,1985.800,2268.800,2393.800,2536.700,2596.300,2703.300,2749.000,3140.000,3418.000,3433.000,3886.000,4061.000,4210.000,4320.000
"Japan","Offshore wind energy",0.000,0.000,0.000,1.200,1.200,1.200,1.200,11.200,11.200,11.200,25.200,25.200,25.300,49.700,49.700,60.000,65.000,65.000,65.000,66.000,59.000,52.000,52.000
"Japan","Solar photovoltaic",330.000,453.000,637.000,860.000,1132.000,1422.000,1708.000,1919.000,2144.000,2627.000,3618.000,4914.000,6632.000,13599.000,23339.000,34150.000,42040.000,49500.000,56162.000,63192.000,71868.000,78413.000,83055.000
"Kazakhstan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,4.000,52.810,71.755,98.160,112.400,121.450,283.800,486.300,683.950,1107.750
"Kazakhstan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,4.000,52.810,71.755,98.160,112.400,121.450,283.800,486.300,683.950,1107.750
"Kazakhstan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kazakhstan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,5.040,57.056,57.300,58.800,209.000,541.700,911.600,1037.610,1146.232
"Democratic People's Republic of Korea","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.600,0.600,0.600,0.600,0.600,0.600
"Democratic People's Republic of Korea","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.600,0.600,0.600,0.600,0.600,0.600
"Democratic People's Republic of Korea","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Democratic People's Republic of Korea","Solar photovoltaic",0.000,0.027,0.038,0.257,0.335,0.364,0.417,0.459,0.494,0.637,0.951,1.690,2.294,6.139,10.958,22.794,31.534,34.780,37.780,41.780,41.780,51.780,51.780
"Republic of Korea","Wind",7.000,11.000,13.000,19.000,29.000,99.000,178.000,196.000,304.000,351.000,382.000,425.000,464.000,576.000,612.000,847.000,1067.000,1215.000,1420.000,1494.000,1645.000,1724.000,1908.459
"Republic of Korea","Onshore wind energy",7.000,11.000,13.000,19.000,29.000,99.000,178.000,196.000,304.000,351.000,382.000,425.000,459.000,571.000,601.500,836.500,1026.500,1169.500,1347.000,1421.000,1509.000,1588.000,1772.459
"Republic of Korea","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,5.000,10.500,10.500,40.500,45.500,73.000,73.000,136.000,136.000,136.000
"Republic of Korea","Solar photovoltaic",4.000,5.000,5.000,6.000,9.000,14.000,36.000,81.000,357.000,524.000,650.000,730.000,1024.000,1555.000,2620.000,3845.000,4882.000,6435.000,8921.000,12717.000,17323.000,21264.000,24078.145
"Kyrgyzstan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kyrgyzstan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kyrgyzstan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kyrgyzstan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Lao People's Democratic Republic","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Lao People's Democratic Republic","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Lao People's Democratic Republic","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Lao People's Democratic Republic","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.003,0.008,0.015,0.016,0.016,0.476,1.538,1.890,2.045,8.117,34.045,34.045,34.045,34.050,34.050
"Malaysia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Malaysia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Malaysia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Malaysia","Solar photovoltaic",0.000,0.211,0.211,0.211,0.000,0.000,0.000,0.450,0.540,0.540,0.544,0.544,31.584,138.674,205.388,266.285,344.152,393.959,545.259,893.760,1482.946,1787.127,1933.232
"Maldives","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407
"Maldives","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407
"Maldives","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Maldives","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.012,0.052,0.072,0.074,0.144,0.166,0.184,1.324,1.753,3.882,4.799,7.488,10.791,16.478,20.605,26.705,30.805,35.805
"Mongolia","Wind",0.005,0.012,0.012,0.020,0.020,0.020,0.023,0.473,0.473,0.473,0.673,0.673,1.006,50.606,50.606,50.606,50.606,101.006,156.006,156.006,156.000,155.994,155.989
"Mongolia","Onshore wind energy",0.005,0.012,0.012,0.020,0.020,0.020,0.023,0.473,0.473,0.473,0.673,0.673,1.006,50.606,50.606,50.606,50.606,101.006,156.006,156.006,156.000,155.994,155.989
"Mongolia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mongolia","Solar photovoltaic",0.000,0.000,0.000,0.200,0.200,0.200,0.200,0.200,3.845,3.845,4.585,4.585,4.585,5.018,5.018,5.018,15.018,47.718,64.218,89.218,94.585,94.785,94.785
"Myanmar","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.006,0.006,0.006,0.006,0.006
"Myanmar","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.006,0.006,0.006,0.006,0.006
"Myanmar","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Myanmar","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.200,0.400,1.400,2.800,4.209,6.271,20.819,32.008,43.781,47.542,88.482,84.496,80.447,103.347
"Nepal","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.069,0.069,0.069,0.069,0.169,0.199,0.199,0.199,0.199
"Nepal","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.069,0.069,0.069,0.069,0.169,0.199,0.199,0.199,0.199
"Nepal","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Nepal","Solar photovoltaic",0.028,0.506,0.853,1.255,1.445,1.850,1.752,1.568,2.008,3.774,4.292,8.474,9.251,10.823,11.542,13.381,13.572,54.602,55.428,54.076,70.226,96.524,116.699
"Pakistan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,6.000,6.000,6.000,56.155,106.055,205.555,308.355,590.655,789.155,1185.855,1235.855,1235.855,1335.155,1435.155
"Pakistan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,6.000,6.000,6.000,56.155,106.055,205.555,308.355,590.655,789.155,1185.855,1235.855,1235.855,1335.155,1435.155
"Pakistan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Pakistan","Solar photovoltaic",0.000,0.216,0.216,0.216,0.000,0.000,0.000,0.140,1.140,6.670,9.275,18.632,45.783,100.658,165.363,265.512,589.521,655.194,680.260,755.266,853.571,1076.609,1242.609
"Philippines","Wind",0.000,0.000,0.000,0.000,0.000,33.000,33.000,33.000,33.000,33.000,33.000,33.000,33.000,33.000,336.900,426.900,426.900,426.900,426.900,442.900,442.900,442.900,442.900
"Philippines","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,33.000,33.000,33.000,33.000,33.000,33.000,33.000,33.000,33.000,336.900,426.900,426.900,426.900,426.900,442.900,442.900,442.900,442.900
"Philippines","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Philippines","Solar photovoltaic",0.000,0.000,0.000,0.000,2.000,2.020,2.020,2.020,2.020,2.020,2.020,2.020,2.020,3.047,27.737,172.550,784.184,908.302,916.717,980.040,1055.916,1375.114,1622.871
"Singapore","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.100,0.100,0.100,0.100
"Singapore","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.100,0.100,0.100,0.100
"Singapore","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Singapore","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.279,1.500,3.000,4.600,7.800,11.800,25.300,45.700,96.600,115.600,160.900,272.100,332.500,487.000,571.600
"Sri Lanka","Wind",3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,33.850,43.850,76.650,81.450,121.450,131.450,131.450,131.450,128.450,128.450,179.000,252.000,252.000
"Sri Lanka","Onshore wind energy",3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,33.850,43.850,76.650,81.450,121.450,131.450,131.450,131.450,128.450,128.450,179.000,252.000,252.000
"Sri Lanka","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Sri Lanka","Solar photovoltaic",0.245,0.845,1.524,2.202,2.882,3.560,4.239,4.918,5.577,6.255,6.936,9.060,9.143,12.503,22.355,36.796,79.527,156.370,230.566,350.535,431.255,624.255,714.255
"Tajikistan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Tajikistan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Tajikistan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Tajikistan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.220,0.220
"Thailand","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.940,1.080,5.100,5.600,7.300,111.700,222.700,224.500,233.900,507.040,627.820,1102.820,1506.820,1506.820,1545.300,1545.300
"Thailand","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.940,1.080,5.100,5.600,7.300,111.700,222.700,224.500,233.900,507.040,627.820,1102.820,1506.820,1506.820,1545.300,1545.300
"Thailand","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Thailand","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,30.410,32.250,32.350,37.000,48.600,78.700,376.700,823.500,1298.500,1419.600,2446.100,2697.260,2962.440,2982.620,2982.620,3060.300,3060.300
"Timor-Leste","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Timor-Leste","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Timor-Leste","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Timor-Leste","Solar photovoltaic",0.000,0.000,0.000,0.000,0.004,0.008,0.012,0.016,0.061,0.102,0.143,0.457,0.772,0.748,0.726,0.693,0.687,0.372,0.372,0.372,0.360,0.369,0.470
"Turkmenistan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Turkmenistan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Turkmenistan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Turkmenistan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Uzbekistan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750
"Uzbekistan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750
"Uzbekistan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Uzbekistan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.130,1.130,2.330,3.200,3.500,3.500,3.500,103.500,252.500
"Viet Nam","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.300,8.800,31.000,31.000,31.000,53.000,53.000,136.000,160.200,204.700,236.700,374.550,518.000,4118.000,4628.000
"Viet Nam","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.300,8.800,31.000,31.000,31.000,37.000,37.000,37.000,61.000,105.500,137.500,275.350,418.800,3124.000,3534.000
"Viet Nam","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,16.000,99.000,99.200,99.200,99.200,99.200,99.200,994.000,1094.000
"Viet Nam","Solar photovoltaic",0.002,0.108,0.236,0.406,0.747,1.885,3.424,3.424,3.424,3.515,4.518,4.518,4.518,4.518,5.290,5.290,5.290,7.992,104.992,4994.490,16661.490,16661.490,18475.490
"Central America and the Caribbean","Wind",61.430,84.530,86.730,98.970,120.770,122.470,124.400,125.155,131.720,261.020,311.025,464.440,733.140,754.137,926.337,1287.702,1481.292,1606.172,1731.966,1949.412,1963.784,1987.284,2101.184
"Central America and the Caribbean","Onshore wind energy",61.430,84.530,86.730,98.970,120.770,122.470,124.400,125.155,131.720,261.020,311.025,464.440,733.140,754.137,926.337,1287.702,1481.292,1606.172,1731.966,1949.412,1963.784,1987.284,2101.184
"Central America and the Caribbean","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Central America and the Caribbean","Solar photovoltaic",2.618,3.631,4.205,4.907,5.778,6.840,10.793,15.026,20.352,35.941,66.589,111.689,195.536,257.320,311.984,1010.264,1217.242,1594.168,1951.267,2552.686,2824.270,3514.736,3946.928
"Anguilla","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Anguilla","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Anguilla","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Anguilla","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.062,1.172,1.172,2.272,2.272,1.172,1.542,1.542,1.542,1.542
"Antigua and Barbuda","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Antigua and Barbuda","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Antigua and Barbuda","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Antigua and Barbuda","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.300,0.300,0.400,0.400,3.400,3.510,4.314,8.714,8.714,12.864,12.864,12.864
"Aruba","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000
"Aruba","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000
"Aruba","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Aruba","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.300,1.000,1.600,4.900,6.100,6.100,6.100,13.600,13.600,13.600,13.600,13.600
