"Installed renewable electricity capacity (MW) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Iraq","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.500,36.500,36.500,36.500,36.500,37.076,37.076,37.076,37.076,41.576
"Israel","Wind",0.000,0.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,27.250,27.250,27.250,27.250,27.250,27.250,27.250
"Israel","Onshore wind energy",0.000,0.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,27.250,27.250,27.250,27.250,27.250,27.250,27.250
"Israel","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Israel","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,1.000,1.300,1.800,3.000,24.500,69.900,189.700,280.000,440.000,650.000,790.000,900.000,1000.000,1340.000,1890.000,2410.000,3349.000,4169.000
"Jordan","Wind",1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,118.400,198.400,198.400,280.400,373.000,518.010,621.510,614.010
"Jordan","Onshore wind energy",1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,118.400,198.400,198.400,280.400,373.000,518.010,621.510,614.010
"Jordan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jordan","Solar photovoltaic",0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.043,0.073,0.141,0.236,5.557,286.593,396.588,699.623,1185.670,1448.375,1520.575,1914.375
"Kuwait","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.400,2.400,2.400,2.400,2.400,12.400,12.400,12.400,12.400,12.400
"Kuwait","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.400,2.400,2.400,2.400,2.400,12.400,12.400,12.400,12.400,12.400
"Kuwait","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kuwait","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.007,0.114,2.049,3.181,20.509,21.424,32.484,32.759,32.759,32.759,32.759
"Lebanon","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,2.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
"Lebanon","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,2.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
"Lebanon","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Lebanon","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.332,0.472,0.294,1.860,4.760,10.980,23.980,36.710,54.920,76.080,89.840,189.840,439.840
"Oman","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,50.000,50.000,50.000
"Oman","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,50.000,50.000,50.000
"Oman","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Oman","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.700,2.203,2.214,8.214,25.794,26.239,129.089,155.089,655.089
"State of Palestine","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"State of Palestine","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"State of Palestine","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"State of Palestine","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.600,0.600,3.000,12.000,25.000,35.000,40.000,81.833,117.333,177.833,191.833
"Qatar","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Qatar","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Qatar","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Qatar","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,2.287,3.967,3.967,5.100,5.100,5.100,5.100,5.100,5.100,805.100
"Saudi Arabia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.750,2.750,3.250,3.250,3.250,3.250
"Saudi Arabia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.750,2.750,3.250,3.250,3.250,3.250
"Saudi Arabia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saudi Arabia","Solar photovoltaic",0.350,0.350,0.350,0.350,0.350,0.350,0.350,0.350,0.350,0.350,2.350,2.850,13.550,22.450,24.264,24.264,24.264,34.388,34.388,59.388,59.388,389.388,389.888
"Syrian Arab Republic","Wind",0.000,0.000,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600
"Syrian Arab Republic","Onshore wind energy",0.000,0.000,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600
"Syrian Arab Republic","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Syrian Arab Republic","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.127,1.377,2.467,11.522,33.000,60.000
"United Arab Emirates","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.850,1.700,1.700,0.000,0.000,0.000,0.000,0.000,0.015,0.015
"United Arab Emirates","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.850,1.700,1.700,0.000,0.000,0.000,0.000,0.000,0.015,0.015
"United Arab Emirates","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"United Arab Emirates","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.076,10.826,12.751,13.206,25.802,30.466,31.420,35.300,253.360,499.779,1835.123,2232.487,2902.273,3287.627
"Yemen","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Yemen","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Yemen","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Yemen","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,0.997,1.007,1.286,1.367,2.369,5.000,60.000,80.000,100.000,250.000,250.000,256.747,256.787,256.787
"North America","Wind",2486.600,4012.240,4596.240,6340.790,6918.400,9402.010,12853.390,18456.700,27088.900,38003.400,43836.295,51661.568,67469.899,70121.764,76693.786,87252.236,97526.362,104261.170,111662.495,123596.866,139295.020,154477.417,163469.782
"North America","Onshore wind energy",2486.600,4012.240,4596.240,6340.790,6918.400,9402.010,12853.390,18456.700,27088.900,38003.400,43836.295,51661.568,67469.899,70121.764,76693.766,87252.216,97497.062,104231.870,111633.195,123567.566,139265.720,154436.117,163428.482
"North America","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.020,29.300,29.300,29.300,29.300,29.300,41.300,41.300
"North America","Solar photovoltaic",195.713,233.800,279.800,320.200,393.000,527.000,736.000,1022.000,1210.000,1746.150,3187.810,5842.400,8975.800,13278.100,18462.768,25284.946,36973.374,46069.680,55891.038,67883.352,84997.112,106628.419,126200.593
"Bermuda","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bermuda","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bermuda","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bermuda","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Canada","Wind",92.000,131.000,161.000,327.000,444.000,677.000,1423.000,1840.000,2336.000,3282.000,3967.000,5265.000,6201.000,7801.000,9694.000,11214.000,11973.000,12250.000,12816.000,13220.000,13636.000,14303.560,15295.460
"Canada","Onshore wind energy",92.000,131.000,161.000,327.000,444.000,677.000,1423.000,1840.000,2336.000,3282.000,3967.000,5265.000,6201.000,7801.000,9694.000,11214.000,11973.000,12250.000,12816.000,13220.000,13636.000,14303.560,15295.460
"Canada","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Canada","Solar photovoltaic",7.000,9.000,10.000,12.000,14.000,18.000,22.000,29.000,38.000,107.000,249.000,628.000,766.000,1210.000,1843.000,2519.000,2665.000,2932.000,3095.000,3327.000,3609.000,4554.000,5325.800
"Greenland","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.050,0.050,0.050,0.050
"Greenland","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.050,0.050,0.050,0.050
"Greenland","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Greenland","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.139,0.341,0.590,0.590
"Mexico","Wind",17.000,17.000,18.000,18.000,18.000,18.000,101.000,101.000,101.000,425.000,519.000,601.000,1815.000,2122.000,2569.000,3271.000,4051.000,4180.390,4180.260,6541.260,6995.430,7154.530,7312.660
"Mexico","Onshore wind energy",17.000,17.000,18.000,18.000,18.000,18.000,101.000,101.000,101.000,425.000,519.000,601.000,1815.000,2122.000,2569.000,3271.000,4051.000,4180.390,4180.260,6541.260,6995.430,7154.530,7312.660
"Mexico","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Mexico","Solar photovoltaic",14.000,15.000,16.000,16.000,16.000,16.000,16.000,19.000,19.000,25.150,29.810,42.400,72.800,109.000,174.340,287.000,632.600,1125.740,2566.805,4727.084,6694.574,8162.916,9339.156
"Saint Pierre and Miquelon","Wind",0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Pierre and Miquelon","Onshore wind energy",0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Pierre and Miquelon","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Saint Pierre and Miquelon","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"United States of America","Wind",2377.000,3863.640,4416.640,5995.190,6455.800,8706.410,11328.790,16515.100,24651.300,34295.800,39349.695,45794.968,59453.299,60198.164,64430.186,72767.236,81502.362,87830.780,94666.185,103835.556,118663.540,133019.277,140861.612
"United States of America","Onshore wind energy",2377.000,3863.640,4416.640,5995.190,6455.800,8706.410,11328.790,16515.100,24651.300,34295.800,39349.695,45794.968,59453.299,60198.164,64430.166,72767.216,81473.062,87801.480,94636.885,103806.256,118634.240,132977.977,140820.312
"United States of America","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.020,29.300,29.300,29.300,29.300,29.300,41.300,41.300
"United States of America","Solar photovoltaic",174.713,209.800,253.800,292.200,363.000,493.000,698.000,974.000,1153.000,1614.000,2909.000,5172.000,8137.000,11959.100,16445.428,22478.946,33675.774,42011.940,50229.094,59829.129,74693.197,93910.913,111535.047
"Oceania","Wind",73.005,116.545,165.745,273.405,567.910,930.910,1016.410,1611.733,1808.928,2266.878,2454.758,2801.043,3235.043,3895.054,4531.154,4922.165,5066.440,6149.165,7152.091,8625.406,10951.406,11522.406,11522.406
"Oceania","Onshore wind energy",73.005,116.545,165.745,273.405,567.910,930.910,1016.410,1611.733,1808.928,2266.878,2454.758,2801.043,3235.043,3895.054,4531.154,4922.165,5066.440,6149.165,7152.091,8625.406,10951.406,11522.406,11522.406
"Oceania","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Oceania","Solar photovoltaic",26.159,30.646,35.833,41.077,48.423,54.922,64.281,76.719,89.405,337.429,1099.368,2491.435,3827.077,4607.452,5354.776,6075.914,6857.665,7512.081,11628.876,16481.126,21228.163,26229.925,30298.591
"American Samoa","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"American Samoa","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"American Samoa","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"American Samoa","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.416,2.416,2.416,2.416,3.920,4.270,5.160,4.810,4.810,4.810,4.810
"Australia","Wind",33.000,76.000,106.000,190.000,379.000,740.000,819.000,1249.000,1441.000,1703.000,1864.000,2127.000,2561.000,3221.000,3797.000,4181.000,4324.000,5407.000,6409.000,7881.000,10207.000,10555.000,10555.000
"Australia","Onshore wind energy",33.000,76.000,106.000,190.000,379.000,740.000,819.000,1249.000,1441.000,1703.000,1864.000,2127.000,2561.000,3221.000,3797.000,4181.000,4324.000,5407.000,6409.000,7881.000,10207.000,10555.000,10555.000
"Australia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Australia","Solar photovoltaic",25.000,29.000,34.000,39.000,46.000,52.000,61.000,70.000,82.000,329.000,1088.000,2470.000,3796.000,4565.000,5284.000,5943.000,6686.000,7288.000,11362.000,16144.000,20835.000,25754.000,29676.000
"Christmas Island","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Christmas Island","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Christmas Island","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Christmas Island","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cocos (Keeling) Islands","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cocos (Keeling) Islands","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cocos (Keeling) Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cocos (Keeling) Islands","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cook Islands","Wind",0.000,0.000,0.000,0.040,0.040,0.040,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cook Islands","Onshore wind energy",0.000,0.000,0.000,0.040,0.040,0.040,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cook Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cook Islands","Solar photovoltaic",0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.711,1.671,2.897,3.011,3.011,4.833,5.570,5.570,5.570,5.570
"Fiji","Wind",0.060,0.060,0.060,0.060,0.000,0.000,0.000,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175
"Fiji","Onshore wind energy",0.060,0.060,0.060,0.060,0.000,0.000,0.000,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175
"Fiji","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Fiji","Solar photovoltaic",0.074,0.074,0.074,0.114,0.040,0.113,0.141,0.141,0.175,0.198,0.279,0.280,0.922,1.377,1.941,3.918,5.921,7.727,8.299,8.393,8.745,9.034,9.476
"French Polynesia","Wind",0.120,0.120,0.120,0.120,0.135,0.135,0.135,0.158,0.368,0.368,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248
"French Polynesia","Onshore wind energy",0.120,0.120,0.120,0.120,0.135,0.135,0.135,0.158,0.368,0.368,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248
"French Polynesia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"French Polynesia","Solar photovoltaic",0.548,0.698,0.828,1.022,1.249,1.531,1.775,1.925,2.145,2.373,2.900,11.000,13.500,16.900,24.600,27.900,31.600,35.200,37.400,41.000,44.614,45.675,45.675
"Guam","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.275,0.275,0.275,0.275,0.275,0.275,0.275
"Guam","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.275,0.275,0.275,0.275,0.275,0.275,0.275
"Guam","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Guam","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.090,0.135,0.315,0.810,1.440,31.950,34.650,36.300,38.080,39.730,41.380,43.030,104.680
"Kiribati","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kiribati","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kiribati","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kiribati","Solar photovoltaic",0.062,0.062,0.062,0.062,0.203,0.239,0.249,0.262,0.289,0.284,0.410,0.444,0.484,0.520,0.771,2.327,2.883,2.883,3.213,3.213,3.213,3.213,3.213
"Marshall Islands","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.011,0.011,0.011
"Marshall Islands","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.011,0.011,0.011
"Marshall Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Marshall Islands","Solar photovoltaic",0.040,0.040,0.040,0.040,0.070,0.070,0.070,0.070,0.150,0.265,0.315,0.315,0.412,0.592,1.025,1.025,1.625,1.685,1.701,1.701,1.701,1.701,1.769
"Micronesia (Federated States of)","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.825,0.825,0.825,0.825,0.825
"Micronesia (Federated States of)","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.825,0.825,0.825,0.825,0.825
"Micronesia (Federated States of)","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Micronesia (Federated States of)","Solar photovoltaic",0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.180,0.235,0.528,0.528,0.528,0.528,0.684,1.133,1.133,1.733,1.733,2.499,2.899,2.899,2.899,2.899
"Nauru","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Nauru","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Nauru","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Nauru","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.040,0.040,0.040,0.040,0.040,0.070,0.210,0.210,0.210,0.710,0.711,0.823,2.476,2.481,2.903,3.163
"New Caledonia","Wind",3.825,4.365,6.565,11.185,22.735,22.735,28.235,32.360,32.360,37.310,37.310,37.585,37.585,37.585,37.585,37.585,37.585,37.585,37.585,37.585,37.585,37.585,37.585
